Item;Condition;ID;MD5 hash of participant's IP address;Original_Value;Changed_Value;IsQuestionable;Discussion_ML;Discussion_TL;Discussion_BD
;A;5903;bac07a9a07d31bd971ed4288f10499d6;get ready%0Aget ready;get ready;FALSE;;;prepare
;A;10818;4f1511992b86c3d28f958bcbf4d56511;fter the schedule was announced the athlete in the stadium had to%2C ;;TRUE;;;/
;A;13281;773048bc5ea832a6a6fb93f6da578bc6;before the match;;TRUE;;;/
;A;14916;bc3b5c51f98f643be9a99134572a2170;play hard;;FALSE;;;play
;B;2442;2b7058890eefa22341aa295a036985a9;train;;FALSE;;;/
;B;4077;58538dcb3f84e420200c601a4903dbef;get prepared;get ready;FALSE;;;prepare
;B;8161;61f3559549de508d322e493e3c8fe90c;The athlete in the stadium;;TRUE;;;/
;B;10621;64e64662aa8b1a57c3e5254b48652bcc;follow the instructions;;FALSE;;;follow
;B;13087;8e6ad748c0685eaeffbadbae0050306d;train;;FALSE;;;/
;B;14722;46c4212ded545ed717b0ff376752ae11;participate in the game;participate;FALSE;;;/
;B;16364;9f8736428d68ef86c654e1f0f0b1058e;prepare;get ready;FALSE;;;/
;C;926;2817aa3ba5ce3496c4222adb7a6aa37c;check his calendar. ;;FALSE;;;check
;C;6655;83d8403f227baca0464166c404dc0dc2;work out;train;FALSE;;;work
;C;11579;14399e53229004f2c85ec3810d5cf776;Come and join the rest;participate;FALSE;;;rest
;D;3018;9a8edf1b84fcdd4e9692881d31a5a26e;prepare for their events;get ready;FALSE;;;prepare
;D;4651;559a558cc071b904f807f21b428370da;make note of their role/assignments on the calendar.;;FALSE;;;note
;D;8735;6df37ff0405e34325f86235ab8e45b66;train;;FALSE;;;/
;D;9553;3028e7887ad94e66d4f5fe907c30cc88;after the schedule was announced;;TRUE;;;/
60;A;2089;2b7058890eefa22341aa295a036985a9;pitch ideas;;FALSE;;pitch;pitch
;A;3730;58538dcb3f84e420200c601a4903dbef;come up with new ideas;pitch ideas;FALSE;;pitch;ideate
;A;7815;61f3559549de508d322e493e3c8fe90c;s the marketing department preparing for a campaign;;TRUE;;;/
;A;10274;64e64662aa8b1a57c3e5254b48652bcc;increase sales;;FALSE;;;increase
;A;12741;8e6ad748c0685eaeffbadbae0050306d;hustle;;FALSE;;;/
;A;14376;46c4212ded545ed717b0ff376752ae11;prepare for new products;prepare;FALSE;maybe?;prepare;prepare
;A;16017;9f8736428d68ef86c654e1f0f0b1058e;rehearse their pitches;;FALSE;;rehearse;rehearse
;B;1429;2817aa3ba5ce3496c4222adb7a6aa37c;prepare the campaigns. ;prepare;FALSE;maybe?;prepare;prepare
;B;7158;83d8403f227baca0464166c404dc0dc2;come up with a pitch;pitch ideas;FALSE;;;pitch
;B;12084;14399e53229004f2c85ec3810d5cf776;Help the campign;;FALSE;;help;help
;C;2529;9a8edf1b84fcdd4e9692881d31a5a26e;expand in many different countries;expand;FALSE;;expand;expand
;C;4164;559a558cc071b904f807f21b428370da;prepare for work by reading information provided by the Marketing Department.;prepare;FALSE;maybe?;prepare;prepare
;C;8248;6df37ff0405e34325f86235ab8e45b66;practice;;FALSE;? Maybe prepare?;;/
;C;9065;3028e7887ad94e66d4f5fe907c30cc88;the company has to increase campaigns for some products.;;TRUE;;;/
;D;70;b8b10c5c32c46a8f278dc868ef65fd9d;to sell;sell;FALSE;;sell;sell
;D;4993;38515a2d399231bb4340622c162d7b1a;products;;TRUE;;;/
;D;5809;bac07a9a07d31bd971ed4288f10499d6;be ready;prepare;FALSE;;be ready;prepare
;D;10724;4f1511992b86c3d28f958bcbf4d56511;the salesman in the ?? as the ?? prepares the ?? had to;;TRUE;;;/
;D;13187;773048bc5ea832a6a6fb93f6da578bc6;advertise;;FALSE;;;/
;D;14822;bc3b5c51f98f643be9a99134572a2170;first check;check;FALSE;;check;check
61;A;1644;2817aa3ba5ce3496c4222adb7a6aa37c;prepare the final work on the book.;prepare final draft;FALSE;;;prepare
;A;7373;83d8403f227baca0464166c404dc0dc2;be ready to go on a book tour;prepare for book tour;FALSE;;prepare;prepare
;A;12299;14399e53229004f2c85ec3810d5cf776;Get ready;;FALSE;;prepare;prepare
;B;2823;9a8edf1b84fcdd4e9692881d31a5a26e;make more sales in the next few months.;make more sales;FALSE;;make more sales;/
;B;4458;559a558cc071b904f807f21b428370da;write as quickly as possible%2C so as to be able to edit as soon as possible%2C to have a final manuscript to hand over to their publisher and/or editor.;;FALSE;;write;write
;B;8542;6df37ff0405e34325f86235ab8e45b66;write;;FALSE;;;/
;B;9360;3028e7887ad94e66d4f5fe907c30cc88;after being notified that the new book needs to be published;;TRUE;;;/
;C;307;b8b10c5c32c46a8f278dc868ef65fd9d;rewrite;;FALSE;;;/
;C;5225;38515a2d399231bb4340622c162d7b1a;resturant;;TRUE;;restaurant;/
;C;6042;bac07a9a07d31bd971ed4288f10499d6;get back to work quickly;continue working;FALSE;;get back to work;work
;C;10959;4f1511992b86c3d28f958bcbf4d56511;s the new book had to be published%2C the author in the restaraunt had to ;;TRUE;;;/
;C;13420;773048bc5ea832a6a6fb93f6da578bc6;continue;continue working;FALSE;;;/
;C;15056;bc3b5c51f98f643be9a99134572a2170;be proof read;proofread;FALSE;;be proofread;proofread
;D;1855;2b7058890eefa22341aa295a036985a9;edit quicker;proofread;FALSE;;edit;edit
;D;3497;58538dcb3f84e420200c601a4903dbef;prepared;be prepared;FALSE;;be prepared;prepare
;D;7582;61f3559549de508d322e493e3c8fe90c;The publisher in restaurant ;;TRUE;;;/
;D;10035;64e64662aa8b1a57c3e5254b48652bcc;be prepared ;;FALSE;;;prepare
;D;12508;8e6ad748c0685eaeffbadbae0050306d;hurry;;FALSE;;;hurry
;D;14142;46c4212ded545ed717b0ff376752ae11;prepare to support increased orders.;be prepared;FALSE;;prepare;prepare
;D;15781;9f8736428d68ef86c654e1f0f0b1058e;finish the book.;;FALSE;;finish;finish
62;A;2812;9a8edf1b84fcdd4e9692881d31a5a26e;consider the rare illness.;;FALSE;;consider;conside
;A;4447;559a558cc071b904f807f21b428370da;write letters reaching out to other specialists to ask for help with this case.;reach to other specialists;FALSE;;write letters;write
;A;8531;6df37ff0405e34325f86235ab8e45b66;treat her;treat;FALSE;;treat;treat
;A;9349;3028e7887ad94e66d4f5fe907c30cc88;as the patient was getting sicker and sicker;;TRUE;;;/
;B;276;b8b10c5c32c46a8f278dc868ef65fd9d;redo;;FALSE;?;redo;/
;B;5194;38515a2d399231bb4340622c162d7b1a;sicker;;TRUE;;;/
;B;6011;bac07a9a07d31bd971ed4288f10499d6;prepare them for the worst;;FALSE;;prepare them;prepare
;B;10927;4f1511992b86c3d28f958bcbf4d56511;The doctor in the hospital%2C as the patient was getting sicker and sicker had to ;;TRUE;;;/
;B;13389;773048bc5ea832a6a6fb93f6da578bc6;run tests;;FALSE;;;test
;B;15025;bc3b5c51f98f643be9a99134572a2170;take medicine;;FALSE;;;take medicine
;C;2109;2b7058890eefa22341aa295a036985a9;shock him;;FALSE;;;shock
;C;3750;58538dcb3f84e420200c601a4903dbef;speed to the hospital;hurry;FALSE;;hurry;rush
;C;7835;61f3559549de508d322e493e3c8fe90c;s the patient was getting sicker and;;TRUE;;;/
;C;10294;64e64662aa8b1a57c3e5254b48652bcc;rush to the patient;hurry;FALSE;;hurry;rush
;C;12761;8e6ad748c0685eaeffbadbae0050306d;consult;;FALSE;;;/
;C;14396;46c4212ded545ed717b0ff376752ae11;help treat patient;treat;FALSE;;help;help
;C;16037;9f8736428d68ef86c654e1f0f0b1058e;hurry in;hurry;FALSE;;hurry;hurry
;D;1259;2817aa3ba5ce3496c4222adb7a6aa37c;rush to the hospital.;hurry;FALSE;;hurry;rush
;D;6988;83d8403f227baca0464166c404dc0dc2;look through his medical book;;FALSE;;;look
;D;11913;14399e53229004f2c85ec3810d5cf776;bout the thing;;TRUE;;;/
63;A;778;b8b10c5c32c46a8f278dc868ef65fd9d;begin;;FALSE;;;/
;A;5689;38515a2d399231bb4340622c162d7b1a;law;;TRUE;;;/
;A;6508;bac07a9a07d31bd971ed4288f10499d6;go back;;FALSE;;;return
;A;11431;4f1511992b86c3d28f958bcbf4d56511;Sense all countries must implement the law%2C the translator in the bedroom has to;;TRUE;how is this possible? Condition A has the translator in the office;;/
;A;13884;773048bc5ea832a6a6fb93f6da578bc6;translate;;FALSE;;;/
;A;15523;bc3b5c51f98f643be9a99134572a2170;listen closely;listen;FALSE;;listen;listen
;B;1989;2b7058890eefa22341aa295a036985a9;sign;;FALSE;;;/
;B;3630;58538dcb3f84e420200c601a4903dbef;come up with ideas;;FALSE;;;suggest
;B;7715;61f3559549de508d322e493e3c8fe90c;The transitor in the officer;;TRUE;;;/
;B;10173;64e64662aa8b1a57c3e5254b48652bcc;be subservient;;FALSE;;;/
;B;12641;8e6ad748c0685eaeffbadbae0050306d;transcribe;;FALSE;;;/
;B;14276;46c4212ded545ed717b0ff376752ae11;listen and translate the message;transcribe;FALSE;;listen;translate
;B;15915;9f8736428d68ef86c654e1f0f0b1058e;listen;;FALSE;;listen;listen
;C;1420;2817aa3ba5ce3496c4222adb7a6aa37c;translate the law.;translate;FALSE;;translate;translate
;C;7149;83d8403f227baca0464166c404dc0dc2;get ready to talk a lot;get ready to talk;FALSE;;get ready;be ready
;C;12075;14399e53229004f2c85ec3810d5cf776;Had to hurry up ;hurry up;TRUE;;hurry;hurry
;D;3278;9a8edf1b84fcdd4e9692881d31a5a26e;follow the agreed upon rules;follow the law;FALSE;;follow the rules;follow
;D;4911;559a558cc071b904f807f21b428370da;rush to get back to everyone%2C to translate information about the law to everyone else.;translate;FALSE;;rush back;/
;D;8996;6df37ff0405e34325f86235ab8e45b66;pass the law;;FALSE;;pass thd law;pass
;D;9813;3028e7887ad94e66d4f5fe907c30cc88;since all countries need to implement the new law;;TRUE;;;/
64;A;2183;2b7058890eefa22341aa295a036985a9;water them;;FALSE;;water them;water
;A;3822;58538dcb3f84e420200c601a4903dbef;get his work done;work;FALSE;;;finish
;A;7906;61f3559549de508d322e493e3c8fe90c;s the weather is still good;;TRUE;;;/
;A;10366;64e64662aa8b1a57c3e5254b48652bcc;optimize planting;plant;FALSE;;optimize;optinize
;A;12832;8e6ad748c0685eaeffbadbae0050306d;plow;;FALSE;;;/
;A;14467;46c4212ded545ed717b0ff376752ae11;proceed with farming actions;farm;TRUE;;proceed;proceed
;A;16108;9f8736428d68ef86c654e1f0f0b1058e;get as much done as possible;work;FALSE;;;finish
;B;1482;2817aa3ba5ce3496c4222adb7a6aa37c;clean his tractor. ;;FALSE;;clean ;clean
;B;7211;83d8403f227baca0464166c404dc0dc2;take advantage of the good weather;;FALSE;;take advantage;take advantage
;B;12137;14399e53229004f2c85ec3810d5cf776;Plant new crops;plant;FALSE;;plant;plant
;C;3049;9a8edf1b84fcdd4e9692881d31a5a26e;prepare for the farming season;get ready;FALSE;In such cases like this and the next one, we could generalize even more with get ready. I add it and please change it if you see fit;prepare;prepare
;C;4682;559a558cc071b904f807f21b428370da;be ready to sell his wares and produce.;get ready;FALSE;;prepare;prepare
;C;8766;6df37ff0405e34325f86235ab8e45b66;get ready to harvest;get ready;FALSE;;prepare;prepare
;C;9584;3028e7887ad94e66d4f5fe907c30cc88;in the raining season;;TRUE;;;/
;D;640;b8b10c5c32c46a8f278dc868ef65fd9d;gauge;;FALSE;;;/
;D;5553;38515a2d399231bb4340622c162d7b1a;farmer;;TRUE;;;/
;D;6371;bac07a9a07d31bd971ed4288f10499d6;get back to work;work;FALSE;;work;work
;D;11293;4f1511992b86c3d28f958bcbf4d56511;The farmer at the market%2C as the weather is still good%2C must ;;TRUE;;;/
;D;13748;773048bc5ea832a6a6fb93f6da578bc6;be warm;;FALSE;;;/
;D;15386;bc3b5c51f98f643be9a99134572a2170;go out;;FALSE;;;/
65;A;1591;2817aa3ba5ce3496c4222adb7a6aa37c;calm the passengers down.;calm them down;FALSE;;calm them down;calm
;A;7320;83d8403f227baca0464166c404dc0dc2;tell everyone to remain calm;calm them down;FALSE;;;calm
;A;12246;14399e53229004f2c85ec3810d5cf776;Help the baby;;FALSE;?;help;help
;B;2666;9a8edf1b84fcdd4e9692881d31a5a26e;announce there is turbulence in the flight;announce;FALSE;;announce;announce
;B;4301;559a558cc071b904f807f21b428370da;make an announcement about the turbulence to try and assure and calm the passengers.;announce and calm them down;FALSE;;announce;announce
;B;8385;6df37ff0405e34325f86235ab8e45b66;calm them down;calm them down;FALSE;;calm them down;calm
;B;9202;3028e7887ad94e66d4f5fe907c30cc88;as the passengers are quite distressed;;TRUE;;;/
;C;767;b8b10c5c32c46a8f278dc868ef65fd9d;gain;;FALSE;;;/
;C;5678;38515a2d399231bb4340622c162d7b1a;bathroom;;TRUE;;;/
;C;6497;bac07a9a07d31bd971ed4288f10499d6;finish and go reassure the passengers to stay calm;finish up and calm them down;FALSE;;;finish
;C;11420;4f1511992b86c3d28f958bcbf4d56511;s the passengers were quite distressed%2C the flight attendant in the bathroom must ;;TRUE;;;/
;C;13873;773048bc5ea832a6a6fb93f6da578bc6;hurry;;FALSE;;hurry;/
;C;15512;bc3b5c51f98f643be9a99134572a2170;finish up;;FALSE;;finish;finish
;D;2300;2b7058890eefa22341aa295a036985a9;calm down;;FALSE;;calm down;calm
;D;3937;58538dcb3f84e420200c601a4903dbef;remain calm;;FALSE;;calm down;calm
;D;8021;61f3559549de508d322e493e3c8fe90c;The flight attendant;;TRUE;;;/
;D;10481;64e64662aa8b1a57c3e5254b48652bcc;finish his business fast and come attend to the passengers;finish up and calm them down;FALSE;;finish up;finish
;D;12947;8e6ad748c0685eaeffbadbae0050306d;placate;;FALSE;;calm them down;/
;D;14582;46c4212ded545ed717b0ff376752ae11;support the passengers when able;help them;FALSE;;support them;support
;D;16224;9f8736428d68ef86c654e1f0f0b1058e;calm them;calm them down;FALSE;;calm them down;calm
66;A;2955;9a8edf1b84fcdd4e9692881d31a5a26e;seat the customers;;FALSE;;seat them;seat
;A;4589;559a558cc071b904f807f21b428370da;keep careful track of which customers have been waiting the longest%2C to ensure they are first to get any tables that open up.;seat the customers;FALSE;maybe?;keep track;track
;A;8673;6df37ff0405e34325f86235ab8e45b66;inform people;;FALSE;;inform;inform
;A;9491;3028e7887ad94e66d4f5fe907c30cc88;the restaurant was busy;;TRUE;;;/
;B;347;b8b10c5c32c46a8f278dc868ef65fd9d;wait;;FALSE;;;/
;B;5265;38515a2d399231bb4340622c162d7b1a;waiting;wait;TRUE;;wait;wait
;B;6082;bac07a9a07d31bd971ed4288f10499d6;do their best to assure the waiting customers that the wait won't be long;assist the customers;FALSE;;;try
;B;10999;4f1511992b86c3d28f958bcbf4d56511;the waitress at the door%2C as the restaurant was busy and had a wait time should ;;TRUE;? This is weird;;/
;B;13460;773048bc5ea832a6a6fb93f6da578bc6;make reservations;;FALSE;;;reserve
;B;15096;bc3b5c51f98f643be9a99134572a2170;relax;;FALSE;;;relax
;C;2236;2b7058890eefa22341aa295a036985a9;attend to them;;FALSE;;attend;attend
;C;3875;58538dcb3f84e420200c601a4903dbef;greet everyone and explain the situation;greet;FALSE;;greet;explain
;C;7959;61f3559549de508d322e493e3c8fe90c;s the restaurant was busy;;TRUE;;;/
;C;10419;64e64662aa8b1a57c3e5254b48652bcc;attend to those that need attention;attend to them;FALSE;;attend;attend
;C;12885;8e6ad748c0685eaeffbadbae0050306d;stall;;FALSE;;;/
;C;14520;46c4212ded545ed717b0ff376752ae11;offer refreshments to the customers;;FALSE;;offer;offer
;C;16161;9f8736428d68ef86c654e1f0f0b1058e;begin seating customers;seat the customers;FALSE;;seat them;seat
;D;1270;2817aa3ba5ce3496c4222adb7a6aa37c;check to see if there are any openings.;;FALSE;;check;check
;D;6999;83d8403f227baca0464166c404dc0dc2;be polite to customers;;FALSE;;be polite;be polite
;D;11924;14399e53229004f2c85ec3810d5cf776;Be keep waiting;wait;FALSE;;wait;wait
67;A;131;b8b10c5c32c46a8f278dc868ef65fd9d;pose;;FALSE;;;/
;A;5053;38515a2d399231bb4340622c162d7b1a;show;;FALSE;;;/
;A;5869;bac07a9a07d31bd971ed4288f10499d6;be careful;;FALSE;;;/
;A;10785;4f1511992b86c3d28f958bcbf4d56511;The people were seated and the show started%2C the model on the catwalk had to;;TRUE;;;/
;A;13248;773048bc5ea832a6a6fb93f6da578bc6;stage;;FALSE;;;/
;A;14883;bc3b5c51f98f643be9a99134572a2170;walk;;FALSE;;;/
;B;1938;2b7058890eefa22341aa295a036985a9;settle down;;FALSE;;;settle
;B;3579;58538dcb3f84e420200c601a4903dbef;get prepared;;FALSE;;prepare;prepare
;B;7664;61f3559549de508d322e493e3c8fe90c;The model on the cat walk;;TRUE;;;/
;B;10119;64e64662aa8b1a57c3e5254b48652bcc;watch carefully;;FALSE;;watch;watch
;B;12590;8e6ad748c0685eaeffbadbae0050306d;proceed;;FALSE;;;/
;B;14224;46c4212ded545ed717b0ff376752ae11;proceed to performance;proceed;FALSE;;proceed;proceed
;B;15863;9f8736428d68ef86c654e1f0f0b1058e;cheer;;FALSE;;;/
;C;1153;2817aa3ba5ce3496c4222adb7a6aa37c;rush to get ready.;get ready;FALSE;;rush;rush
;C;6882;83d8403f227baca0464166c404dc0dc2;put on makeup;get ready;FALSE;;;make up
;C;11806;14399e53229004f2c85ec3810d5cf776;Had to rush to the Paris Fashion ;rush to the event;FALSE;;rush;rush
;D;3174;9a8edf1b84fcdd4e9692881d31a5a26e;wait for the fashion show to begin;wait;FALSE;;wait;wait
;D;4807;559a558cc071b904f807f21b428370da;hurry to finish up and get dressed for their turn on the catwalk.;get ready;FALSE;maybe?;rush;hurry
;D;8892;6df37ff0405e34325f86235ab8e45b66;walk;;FALSE;;;/
;D;9709;3028e7887ad94e66d4f5fe907c30cc88;as people were seated and the show started;;TRUE;;;/
68;A;2205;2b7058890eefa22341aa295a036985a9;report it;report;FALSE;;report;report
;A;3844;58538dcb3f84e420200c601a4903dbef;write everything down;take notes;FALSE;;write ;write 
;A;7928;61f3559549de508d322e493e3c8fe90c;s the interviewer and the politician as;;TRUE;;;/
;A;10388;64e64662aa8b1a57c3e5254b48652bcc;do more research on the stories;do research;FALSE;;do research;research
;A;12854;8e6ad748c0685eaeffbadbae0050306d;publish;;FALSE;;;/
;A;14489;46c4212ded545ed717b0ff376752ae11;interview the people;interview;FALSE;;interview;interview
;A;16130;9f8736428d68ef86c654e1f0f0b1058e;write a good story;write;FALSE;;write ;write 
;B;1633;2817aa3ba5ce3496c4222adb7a6aa37c;record their answers.;record;FALSE;;record;record
;B;7362;83d8403f227baca0464166c404dc0dc2;ask good questions;ask;FALSE;;ask;ask
;B;12288;14399e53229004f2c85ec3810d5cf776;send it into all social media;publish;FALSE;;send it;send
;C;2735;9a8edf1b84fcdd4e9692881d31a5a26e;talk about the elections.;;FALSE;;talk;talk
;C;4370;559a558cc071b904f807f21b428370da;resist the urge to panic and fear for how the election will go.;;FALSE;?;;resist
;C;8454;6df37ff0405e34325f86235ab8e45b66;interview;;FALSE;;;/
;C;9272;3028e7887ad94e66d4f5fe907c30cc88;as the interviews are held on the street;;TRUE;;;/
;D;606;b8b10c5c32c46a8f278dc868ef65fd9d;hurry;;FALSE;;;/
;D;5520;38515a2d399231bb4340622c162d7b1a;politicians;;TRUE;;;/
;D;6338;bac07a9a07d31bd971ed4288f10499d6;see what comments people have ;;FALSE;;;see
;D;11259;4f1511992b86c3d28f958bcbf4d56511;The reporter on the street once the ?? has started must ;;TRUE;;;/
;D;13715;773048bc5ea832a6a6fb93f6da578bc6;campaign ;;FALSE;;;/
;D;15353;bc3b5c51f98f643be9a99134572a2170;write the report;report;FALSE;;write ;write
69;A;1345;2817aa3ba5ce3496c4222adb7a6aa37c;prepare.;;FALSE;;;/
;A;7074;83d8403f227baca0464166c404dc0dc2;get the floors cleaned;prepare;FALSE;;clean;clean
;A;12000;14399e53229004f2c85ec3810d5cf776;Get ready;prepare;FALSE;;prepare;/
;B;2573;9a8edf1b84fcdd4e9692881d31a5a26e;manage many responsibilities before the celebration.;prepare;FALSE;;manage;manage
;B;4208;559a558cc071b904f807f21b428370da;double check that all necessary preparations are done%2C and done well.;supervise;FALSE;;double-check;check
;B;8292;6df37ff0405e34325f86235ab8e45b66;hurry his staff;supervise;FALSE;maybe?;hurry;hurry
;B;9109;3028e7887ad94e66d4f5fe907c30cc88;in the ballroom;;TRUE;;;/
;C;429;b8b10c5c32c46a8f278dc868ef65fd9d;work;;FALSE;;;/
;C;5345;38515a2d399231bb4340622c162d7b1a;boat;;FALSE;;;/
;C;6163;bac07a9a07d31bd971ed4288f10499d6;get to the event%0Aget there;go to event;FALSE;;get to the event;/
;C;11080;4f1511992b86c3d28f958bcbf4d56511;s the preparation's were being had%2C the sailor on the sail boat had to;;TRUE;;;/
;C;13540;773048bc5ea832a6a6fb93f6da578bc6;take off;;FALSE;;;/
;C;15177;bc3b5c51f98f643be9a99134572a2170;take off;;FALSE;;;/
;D;2321;2b7058890eefa22341aa295a036985a9;complete it;;FALSE;;complete;complete
;D;3957;58538dcb3f84e420200c601a4903dbef;get ready;prepare;FALSE;;prepare;/
;D;8041;61f3559549de508d322e493e3c8fe90c;The hotel manager on the sailing boats;;TRUE;;;/
;D;10501;64e64662aa8b1a57c3e5254b48652bcc;be careful of their actions;be careful;FALSE;;be careful;be careful
;D;12967;8e6ad748c0685eaeffbadbae0050306d;prepare;;FALSE;;;/
;D;14602;46c4212ded545ed717b0ff376752ae11;proceed with required next steps;;FALSE;?;proceed;proceed
;D;16244;9f8736428d68ef86c654e1f0f0b1058e;plan accordingly;;FALSE;;plan;plan
70;A;2480;9a8edf1b84fcdd4e9692881d31a5a26e;be European;;FALSE;;;/
;A;4115;559a558cc071b904f807f21b428370da;be ready to translate for multiple languages%2C from one to another. ;translate;FALSE;;be ready;be ready
;A;8199;6df37ff0405e34325f86235ab8e45b66;translate;;FALSE;;;/
;A;9016;3028e7887ad94e66d4f5fe907c30cc88;whiles talks in the European countries are held.;;TRUE;;;/
;B;377;b8b10c5c32c46a8f278dc868ef65fd9d;inform;;FALSE;;;/
;B;5294;38515a2d399231bb4340622c162d7b1a;talks;talk;FALSE;;talk;/
;B;6111;bac07a9a07d31bd971ed4288f10499d6;translate;;FALSE;;;/
;B;11028;4f1511992b86c3d28f958bcbf4d56511;The interpreter in the booth%2C as the ?? started had to;;TRUE;;;/
;B;13489;773048bc5ea832a6a6fb93f6da578bc6;interpret;;FALSE;;;/
;B;15126;bc3b5c51f98f643be9a99134572a2170;speak european;;TRUE;;speak European;/
;C;2431;2b7058890eefa22341aa295a036985a9;interpret remotely;interpret;FALSE;;interpret;interpret
;C;4066;58538dcb3f84e420200c601a4903dbef;translate;;FALSE;;translate;/
;C;8150;61f3559549de508d322e493e3c8fe90c;While talks all in European language;;TRUE;;;/
;C;10610;64e64662aa8b1a57c3e5254b48652bcc;leave for the conference;;FALSE;;leave;leave
;C;13076;8e6ad748c0685eaeffbadbae0050306d;translate;;FALSE;;;/
;C;14711;46c4212ded545ed717b0ff376752ae11;translate;;FALSE;;;/
;C;16353;9f8736428d68ef86c654e1f0f0b1058e;translate them;translate;FALSE;;translate;translate
;D;1100;2817aa3ba5ce3496c4222adb7a6aa37c;get ready for the conference.;get ready;FALSE;;get ready;be ready
;D;6829;83d8403f227baca0464166c404dc0dc2;stay focused;;FALSE;;stay focused;focus
;D;11753;14399e53229004f2c85ec3810d5cf776;bout the program about to be held;;TRUE;;;/
71;A;503;b8b10c5c32c46a8f278dc868ef65fd9d;placemat;;TRUE;?;;/
;A;5418;38515a2d399231bb4340622c162d7b1a;electrician;;TRUE;;;/
;A;6236;bac07a9a07d31bd971ed4288f10499d6;let the workers know what needs to be done first;guide workers;FALSE;maybe?;;priorize
;A;11153;4f1511992b86c3d28f958bcbf4d56511;The electrician at the construction site has to ;;TRUE;;;/
;A;13613;773048bc5ea832a6a6fb93f6da578bc6;connect;;FALSE;;;/
;A;15251;bc3b5c51f98f643be9a99134572a2170;use them;;FALSE;;use;use
;B;2162;2b7058890eefa22341aa295a036985a9;read them;;FALSE;;read;read
;B;3801;58538dcb3f84e420200c601a4903dbef;clean up;;FALSE;;clean;clean
;B;7886;61f3559549de508d322e493e3c8fe90c;The electrician at the construction site;;TRUE;;;/
;B;10346;64e64662aa8b1a57c3e5254b48652bcc;get started with execution;start working;FALSE;;start;start
;B;12812;8e6ad748c0685eaeffbadbae0050306d;oversee;supervise;FALSE;;oversee;oversee
;B;14447;46c4212ded545ed717b0ff376752ae11;implement the desired plans;implement plans;FALSE;;implement them;inplement
;B;16088;9f8736428d68ef86c654e1f0f0b1058e;get prepared to work;start working;FALSE;;prepare;prepare
;C;1451;2817aa3ba5ce3496c4222adb7a6aa37c;look for the correct parts.;;FALSE;"could we generalize that as ""shop"" or not?";look for;look for
;C;7180;83d8403f227baca0464166c404dc0dc2;get everything he needs;shop;FALSE;;get them;get
;C;12106;14399e53229004f2c85ec3810d5cf776;Go to the contruction ground;;FALSE;;go;go
;D;2864;9a8edf1b84fcdd4e9692881d31a5a26e;finish the electrical job.;;FALSE;;finish;finish
;D;4498;559a558cc071b904f807f21b428370da;prepare to begin his work.;get ready;FALSE;;prepare;prepare
;D;8582;6df37ff0405e34325f86235ab8e45b66;get supplies;shop;FALSE;;get them;get
;D;9400;3028e7887ad94e66d4f5fe907c30cc88;the blue prints of electricity are prepared;;TRUE;I think these results show how difficult was the task, so we need to carefully consider if we need them or not;;/
72;A;1866;2b7058890eefa22341aa295a036985a9;respond;;FALSE;;;/
;A;3508;58538dcb3f84e420200c601a4903dbef;ask a few more questions;ask questions;FALSE;;ask questions;ask
;A;7593;61f3559549de508d322e493e3c8fe90c;s the victim wife wanted to know more;;TRUE;;;/
;A;10046;64e64662aa8b1a57c3e5254b48652bcc;get her to calm down;calm her down;FALSE;;calm her down;calm down
;A;12519;8e6ad748c0685eaeffbadbae0050306d;withold;withhold;FALSE;;withhold;/
;A;14153;46c4212ded545ed717b0ff376752ae11;ask more questions;ask questions;FALSE;;ask questions;ask
;A;15792;9f8736428d68ef86c654e1f0f0b1058e;explain;;FALSE;;;/
;B;1303;2817aa3ba5ce3496c4222adb7a6aa37c;examine the body.;;FALSE;;examine it;examine
;B;7032;83d8403f227baca0464166c404dc0dc2;gather more information;;FALSE;;gather ;gather
;B;11958;14399e53229004f2c85ec3810d5cf776;sk the victim's wife;interrogate her;FALSE;maybe?;interview;/
;C;2768;9a8edf1b84fcdd4e9692881d31a5a26e;talk about the homicide;explain;FALSE;;talk;talk
;C;4403;559a558cc071b904f807f21b428370da;resist the urge to tell her sensitive information about the case in an inappropriate location for that conversation.;withhold;FALSE;;;resist
;C;8487;6df37ff0405e34325f86235ab8e45b66;interview her;interrogate her;FALSE;maybe?;interview;interview
;C;9305;3028e7887ad94e66d4f5fe907c30cc88;as they want to know what happened.;;TRUE;;;/
;D;798;b8b10c5c32c46a8f278dc868ef65fd9d;wash;;FALSE;;;/
;D;5709;38515a2d399231bb4340622c162d7b1a;wife;;TRUE;;;/
;D;6528;bac07a9a07d31bd971ed4288f10499d6;tell them what they've learned;give information;FALSE;or maybe explain?;tell;tell
;D;11451;4f1511992b86c3d28f958bcbf4d56511;The detective in the car wash%2C as the victims wife wants to know more about what happened has to;;TRUE;;;/
;D;13904;773048bc5ea832a6a6fb93f6da578bc6;report;;FALSE;;;/
;D;15543;bc3b5c51f98f643be9a99134572a2170;ask more questions;ask questions;FALSE;;ask questions;ask
73;A;1356;2817aa3ba5ce3496c4222adb7a6aa37c;look at possible investments. ;invest;FALSE;;;invest
;A;7085;83d8403f227baca0464166c404dc0dc2;buy some stocks;invest;FALSE;;invest;invest
;A;12011;14399e53229004f2c85ec3810d5cf776;Do well;;FALSE;;do well;do
